ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-15,1930.7963823274497,1427.436755380808,2302.62181350328,1930.7963823274497,1930.7963823274497,-79.75898537698832,-79.75898537698832,-79.75898537698832,-79.75898537698832,-79.75898537698832,-79.75898537698832,0.0,0.0,0.0,1851.0373969504615
2024-02-16,1927.541999396592,1420.9020633133155,2294.8983609779216,1927.541999396592,1927.541999396592,-69.9952335440943,-69.9952335440943,-69.9952335440943,-69.9952335440943,-69.9952335440943,-69.9952335440943,0.0,0.0,0.0,1857.5467658524976
2024-02-17,1924.2876164657346,1499.3416758655508,2354.1621207080234,1924.2876164657346,1924.2876164657346,10.242979031994777,10.242979031994777,10.242979031994777,10.242979031994777,10.242979031994777,10.242979031994777,0.0,0.0,0.0,1934.5305954977293
2024-02-18,1921.033233534877,1637.8800808300946,2520.6927948438856,1921.033233534877,1921.033233534877,168.27080175521246,168.27080175521246,168.27080175521246,168.27080175521246,168.27080175521246,168.27080175521246,0.0,0.0,0.0,2089.3040352900894
2024-02-19,1917.7788507057076,1270.3807217992237,2174.528550411545,1917.7788507057076,1917.7788507057076,-190.15030759345842,-190.15030759345842,-190.15030759345842,-190.15030759345842,-190.15030759345842,-190.15030759345842,0.0,0.0,0.0,1727.6285431122492
2024-02-20,1914.5244678765378,1591.1457349316852,2440.351352098123,1914.5244678765378,1914.5244678765378,76.49658472175804,76.49658472175804,76.49658472175804,76.49658472175804,76.49658472175804,76.49658472175804,0.0,0.0,0.0,1991.0210525982957
2024-02-21,1911.2700850473684,1567.3096557128542,2406.7185817190903,1911.2700850473684,1911.2700850473684,84.89416100408461,84.89416100408461,84.89416100408461,84.89416100408461,84.89416100408461,84.89416100408461,0.0,0.0,0.0,1996.1642460514531
2024-02-22,1908.015702218199,1355.2731375856422,2240.614486691392,1908.015702218199,1908.015702218199,-79.75898537660962,-79.75898537660962,-79.75898537660962,-79.75898537660962,-79.75898537660962,-79.75898537660962,0.0,0.0,0.0,1828.2567168415894
2024-02-23,1904.76131938903,1431.164953737755,2327.041606419791,1904.76131938903,1904.76131938903,-69.99523354325925,-69.99523354325925,-69.99523354325925,-69.99523354325925,-69.99523354325925,-69.99523354325925,0.0,0.0,0.0,1834.7660858457707
2024-02-24,1901.5069368532675,1491.4293582984947,2373.279967798371,1901.5069368532675,1901.5069368532675,10.242979032031286,10.242979032031286,10.242979032031286,10.242979032031286,10.242979032031286,10.242979032031286,0.0,0.0,0.0,1911.7499158852988
